id_num,tender_id,tender_link,legal_entity,tender_title,purchase_stage,published_date,submission_deadline,purchase_class,initial_max_price,tektorg_link
602864,602864,http://zakupki.rosneft.ru/node/602864,"АО ""Самаранефтегаз""","""Проведение профилактических работ по предупреждению возникновения иликвидации открытых газовых и нефтяных фонтанов на лицензионных участках АО«Самаранефтегаз»",Запрос оферт,19.11.2020 - 12:34,07.12.2020 - 22:30,прочие услуги,0.00 руб.,Not specified
602884,602884,http://zakupki.rosneft.ru/node/602884,"ПАО ""НК ""Роснефть"" (ЦА)","Выполнение работ по ГИС и ПВР на объектах ООО ""РН-Уватнефтегаз""",Запрос оферт,19.11.2020 - 13:27,10.12.2020 - 18:00,прочие услуги,Не публикуемая,
602866,602866,http://zakupki.rosneft.ru/node/602866,"ООО ""Пурнефтепеработка""",Ремонт технологического оборудования,Запрос цен,19.11.2020 - 12:38,09.12.2020 - 12:00,прочие услуги,2 400 000.00 руб.,Not specified
602891,07/73-371,http://zakupki.rosneft.ru/node/602891,ООО «Удмуртнефть-Снабжение»,"07/73-371 Поставка СИЗ, спецодежды и обуви 2020 (СК)",Запрос оферт,19.11.2020 - 13:44,30.11.2020 - 22:59,поставка материально-технических ресурсов,1 859 938.76 руб.,Not specified
602868,602868,http://zakupki.rosneft.ru/node/602868,"ООО ""РН-Бурение""","Поставка ЗИП к верхнему оборудованию МБУ для Ханты-Мансийского филиала ООО ""РН-Бурение""",Запрос цен,19.11.2020 - 12:50,26.11.2020 - 16:00,прочие услуги,0.00 руб.,Not specified
602870,602870,http://zakupki.rosneft.ru/node/602870,"ЗАО ""Регионгаз-инвест""","Оказание услуг по проведению исследований (измерений) атмосферного воздуха, уровней физического воздействия на атмосферный воздух на источниках выбросов в рамках контроля соблюдения нормативов ПДВ для котельных АО ""Регионгаз-инвест""",Запрос котировок,19.11.2020 - 12:52,30.11.2020 - 08:00,прочие услуги,2 000 000.00 руб.,Not specified
602872,07/64-436,http://zakupki.rosneft.ru/node/602872,ООО «Удмуртнефть-Снабжение»,07/64-436 Поставка каната стального 2021 (СК),Запрос оферт,19.11.2020 - 12:53,30.11.2020 - 22:59,поставка материально-технических ресурсов,2 196 625.63 руб.,Not specified
602921,2318,http://zakupki.rosneft.ru/node/602921,"ЧАО ""ЛИНИК""",Работы по заправке и/или регенерации бывших в употреблении картриджей к МФУ аппаратам и лазерным принтерам,Запрос оферт,19.11.2020 - 14:56,03.12.2020 - 16:00,непроизводственные услуги,-,Not specified
602874,602874,http://zakupki.rosneft.ru/node/602874,ПАО «Саратовнефтепродукт»,Предрейсовый и послерейсовый осмотр водителей транспортных средств,Запрос оферт,19.11.2020 - 12:56,03.12.2020 - 17:30,прочие услуги,1 122 545.00 руб.,Not specified
602876,07/64-412,http://zakupki.rosneft.ru/node/602876,ООО «Удмуртнефть-Снабжение»,07/64-412 Поставка электродов сварочных 2021 (СК),Запрос оферт,19.11.2020 - 13:00,30.11.2020 - 22:59,поставка материально-технических ресурсов,2 326 921.42 руб.,Not specified
602889,602889,http://zakupki.rosneft.ru/node/602889,"ПАО ""НК ""Роснефть"" (ЦА)","Закупка щебня на 2021-2022 гг. для АО «Ванкорнефть», АО «Сузун», ООО«Тагульское», ООО «РН-Ванкор» (лот № 186990)",Запрос оферт,19.11.2020 - 13:28,03.12.2020 - 19:00,поставка материально-технических ресурсов,Не публикуемые,
602880,602880,http://zakupki.rosneft.ru/node/602880,"ООО ""Кынско-Часельское нефтегаз""",Аренда мобильного модуля (вагон-дома) бытовка с биотуалетом,Запрос цен,19.11.2020 - 13:16,26.11.2020 - 17:00,прочие услуги,0.00 руб.,Not specified
602893,602893,http://zakupki.rosneft.ru/node/602893,"ООО ""Пурнефтепеработка""",оказание транспортных услуг,Запрос цен,19.11.2020 - 13:45,06.12.2020 - 22:00,прочие услуги,15 162 117.94 руб.,Not specified
602939,602939,http://zakupki.rosneft.ru/node/602939,"ПАО ""НК ""Роснефть"" (ЦА)","Поставка ТНП (Зимний стеклоомыватель ТМ ""Fin Tippa"", ""Hi-Gear"", ""Sintec"") для реализации в сети АЗК/АЗС  АО «РН - Москва»",Запрос оферт,19.11.2020 - 15:16,03.12.2020 - 19:00,поставка материально-технических ресурсов,0.00 руб.,
602922,602922,http://zakupki.rosneft.ru/node/602922,"АО ""Липецкнефтепродукт""",Оказание услуг железнодорожного транспорта на подачу и уборку вагонов-цистерн,Запрос цен,19.11.2020 - 14:56,18.01.2021 - 15:00,прочие услуги,22 631 127 руб.,Not specified
602924,РН01106918,http://zakupki.rosneft.ru/node/602924,"АО ""РНПК""",Выполнение работ во время остановочного капитального ремонта на установке УККФ (реакторный блок) цеха №2 в 2021 году,Запрос оферт,19.11.2020 - 15:01,04.12.2020 - 12:00,строительно-монтажные работы,-,Not specified
602943,2319,http://zakupki.rosneft.ru/node/602943,"ЧАО ""ЛИНИК""","Тестирования работников на заболеваемость COVID-19, вызванной коронавирусом SARS-COV-2 методом полимеразной цепной реакции, и проведение тестирования на наличие антител методом иммуно-ферментного анализа двух типов M и G.",Запрос оферт,19.11.2020 - 15:19,30.11.2020 - 16:00,непроизводственные услуги,-,Not specified
602928,602928,http://zakupki.rosneft.ru/node/602928,"ПАО ""Оренбургнефть""","""Содержание и текущий ремонт автодорог (Внутрипромысловые дороги АО ""Оренбургнефть"" (Бузулукский р-н, Сорочинский р-н, Первомайский р-н)"".",Запрос оферт,19.11.2020 - 15:05,27.11.2020 - 19:00,непроизводственные услуги,52 674 224.40 руб.,Not specified
602926,602926,http://zakupki.rosneft.ru/node/602926,"ОАО ""ТомскНИПИнефть""","1316-20-ПСС(1617)-5 Выполнение инженерных изысканий по объекту: ""Строительство площадки поисково-оценочной скважины №201П Толавэйского лицензионного участка и автозимника к ней""",Запрос цен,19.11.2020 - 15:04,26.11.2020 - 13:30,прочие услуги,45 502 283.86 руб.,Not specified
602930,602930,http://zakupki.rosneft.ru/node/602930,"ПАО ""НК ""Роснефть"" (ЦА)","Оказание услуг по перевозке нефтепродуктов с ОАО ""Славнефть-ЯНОС"" на АЗС/АЗК АО ""РН-Москва"" г. Москвы и Московского региона",Запрос оферт,19.11.2020 - 15:10,10.12.2020 - 19:00,транспортные услуги,679 767 950.24 руб.,
602933,602933,http://zakupki.rosneft.ru/node/602933,"АО ""ВЧНГ""",8-21-26 Поставка блока сантехнического,Запрос цен,19.11.2020 - 15:12,04.12.2020 - 10:00,поставка материально-технических ресурсов,1 628 390.40 руб.,https://rn.tektorg.ru/#com/procedure/view/procedure/470472
602935,602935,http://zakupki.rosneft.ru/node/602935,ООО «РН-СтройКонтроль»,Аренда офисного помещения для организации рабочих мест ПУ г. Самара филиала ООО «РН-СтройКонтроль» в г. Уфа,Запрос цен,19.11.2020 - 15:15,27.11.2020 - 18:00,прочие услуги,0.00 руб.,https://rn.tektorg.ru/
602941,602941,http://zakupki.rosneft.ru/node/602941,"ООО ""РН-Бурение""","Оказание услуг по техническому обеспечению строительства скважин с использованием оборудования системы верхнего привода на МБУ 125 и МБУ-140 для Оренбургского филиала ООО ""РН-Бурение""",Запрос цен,19.11.2020 - 15:18,26.11.2020 - 21:00,прочие услуги,90 458 814.17 руб.,Not specified
602946,602946,http://zakupki.rosneft.ru/node/602946,"ООО ""РН-Волгоград""","Транспортные услуги по доставке НП
 на АЗК ООО ""РН-Волгоград""",Запрос оферт,19.11.2020 - 15:29,04.12.2020 - 16:30,прочие услуги,35 000 000.00 руб. с НДС,
602944,602944,http://zakupki.rosneft.ru/node/602944,"ПАО ""Оренбургнефть""","""Содержание и текущий ремонт автодорог (внутрипромысловые дороги АО ""Оренбургнефть"" (Бугурусланский, Асекеевский, Матвеевский)"".",Запрос оферт,19.11.2020 - 15:26,27.11.2020 - 19:00,непроизводственные услуги,17 792 719.20 руб.,Not specified
602951,602951,http://zakupki.rosneft.ru/node/602951,"ООО ""РН-Волгоград""",Транспортные услуги по доставке СУГ,Запрос оферт,19.11.2020 - 15:31,04.12.2020 - 16:30,прочие услуги,3 097 944.00 руб. с НДС,
602953,РН01106944,http://zakupki.rosneft.ru/node/602953,"ЗАО ""Нефтегорский Газоперерабатывающий Завод""",Экспертиза промышленной безопасности вентиляторов,Запрос оферт,19.11.2020 - 15:33,04.12.2020 - 15:00,прочие услуги,не публикуется,Not specified
602981,602981,http://zakupki.rosneft.ru/node/602981,ООО «РН-Снабжение-Самара»,Общестроительные работы,Запрос оферт,19.11.2020 - 16:16,03.12.2020 - 15:00,строительно-монтажные работы,Не публикуемые,
602996,602996,http://zakupki.rosneft.ru/node/602996,"АО ""Самаранефтегаз""",Выполнение работ по разработке проектов рекультивации нарушенных земель на территории Самарской области для проведения АО «Самаранефтегаз» работ для перевода земельных участков из одной категории в другую,Запрос оферт,19.11.2020 - 16:30,07.12.2020 - 22:30,прочие услуги,0.00 руб.,Not specified
602983,602983,http://zakupki.rosneft.ru/node/602983,"ООО ""РН-Сервис""","Оказание услуг по установке ДУТ и ГЛОНАСС на ПА для нужд Филиала ООО ""РН-Сервис"" в г. Усинск в 2020 г",Запрос оферт,19.11.2020 - 16:18,28.11.2020 - 08:00,прочие услуги,1 089 333.52 руб.,Not specified
602979,602979,http://zakupki.rosneft.ru/node/602979,"ООО ""РН-Сервис""","Оказание транспортных услуг грузоперевозящим автотранспортом на месторождениях Вала Сорокина для нужд филиала ООО ""РН-Сервис"" в г. Усинск с 01.03.2021 по 28.02.2022",Запрос оферт,19.11.2020 - 16:15,30.11.2020 - 08:00,прочие услуги,50 082 103.10 руб.,Not specified
602985,202399,http://zakupki.rosneft.ru/node/602985,"ОАО ""Грознефтегаз""",Баритовый концентрат,Запрос оферт,19.11.2020 - 16:21,04.12.2020 - 09:00,поставка материально-технических ресурсов,6 881 176.80 руб.,Not specified
603004,РН01106717,http://zakupki.rosneft.ru/node/603004,"ООО ""РН-Бурение""",Поставка Поршней,Запрос цен,19.11.2020 - 16:51,09.12.2020 - 16:00,поставка материально-технических ресурсов,-,
603003,РНЦ.20.011,http://zakupki.rosneft.ru/node/603003,"ООО ""РН-ЦЭПиТР""",Приобретение производственных ноутбуков,Запрос цен,19.11.2020 - 16:35,26.11.2020 - 18:00,поставка материально-технических ресурсов,Не публикуется,
602987,602987,http://zakupki.rosneft.ru/node/602987,"ООО ""РН-Сервис""","Оказание транспортных услуг грузоперевозящим автотранспортом на месторождениях Вала Гамбурцева для нужд филиала ООО ""РН-Сервис"" в г. Усинск с 01.03.2021 по 28.02.2022",Запрос оферт,19.11.2020 - 16:22,28.11.2020 - 08:00,прочие услуги,20 215 543.40 руб.,Not specified
602989,602989,http://zakupki.rosneft.ru/node/602989,ООО «РН-Снабжение-Самара»,"Внутренняя отделка. Двери, витражи",Запрос оферт,19.11.2020 - 16:23,03.12.2020 - 15:00,строительно-монтажные работы,Не публикуемые,
603014,РНЦ.20.087,http://zakupki.rosneft.ru/node/603014,"ООО ""РН-ЦЭПиТР""",Приобретение обновления ПК «ЛИРА САПР»,Запрос цен,19.11.2020 - 17:07,26.11.2020 - 18:00,поставка материально-технических ресурсов,"423 948,00 руб., НДС на облагается пп. 26 п. 2 ст. 149 НК РФ",
602991,602991,http://zakupki.rosneft.ru/node/602991,ООО «РН-Снабжение-Самара»,Полы,Запрос оферт,19.11.2020 - 16:27,03.12.2020 - 15:00,строительно-монтажные работы,Не публикуемые,
602992,602992,http://zakupki.rosneft.ru/node/602992,"ООО ""РН-Бурение""",Поставка Газоанализаторов,Запрос цен,19.11.2020 - 16:27,16.12.2020 - 16:00,поставка материально-технических ресурсов,30 901 448.05 руб.,Not specified
603001,603001,http://zakupki.rosneft.ru/node/603001,"ООО ""РН-Пожарная безопасность""","Оказание услуг по техническому обслуживанию и ремонту энергооборудования в ХМАО  для нужд филиала ""Сибирь"" ООО ""РН- Пожарная безопасность"" (СИБ-57/20)",Запрос предложений_new,19.11.2020 - 16:34,02.12.2020 - 15:00,прочие услуги,833 498.74 руб.,Not specified
603060,603060,http://zakupki.rosneft.ru/node/603060,"ПАО ""НК ""Роснефть"" (ЦА)","Лот №30/20-УКС ""Реконструкция установки Л-35-11/1000 с целью снижения давления""",Запрос оферт,19.11.2020 - 22:15,17.12.2020 - 19:00,строительно-монтажные работы,671 974 597.04 руб.,
603062,603062,http://zakupki.rosneft.ru/node/603062,ООО «РН-Снабжение-Нефтеюганск»,Техническое обслуживание и ремонт тепловозов на 2021-2023гг.,Запрос цен,19.11.2020 - 22:58,04.12.2020 - 11:00,прочие услуги,10 828 973.86 руб.,Not specified
603005,603005,http://zakupki.rosneft.ru/node/603005,"ООО ""РН-Краснодарнефтегаз""","Выполнение  работ пообъекту: Строительство узла учета на ГЗУ-Чумаковская, месторождение Чумаковское.",Запрос цен,19.11.2020 - 16:55,30.11.2020 - 23:30,прочие услуги,0.00 руб.,Not specified
603007,603007,http://zakupki.rosneft.ru/node/603007,"ПАО ""НК ""Роснефть"" (ЦА)","Закупка зданий различного назначения для ООО ""Юганскнефтегаз"" 171485",Запрос оферт,19.11.2020 - 16:57,03.12.2020 - 19:00,поставка материально-технических ресурсов,Не публикуемые,
603009,603009,http://zakupki.rosneft.ru/node/603009,ООО «РН-СтройКонтроль»,"Оказание услуг по обследованию антикоррозионной защиты (АКЗ) и огнезащиты (ОГЗ) металлоконструкций на объектах технического регламента, службы эксплуатации новых объектов (СЭНО) АО «АНХК», РПУ г. Томск",Запрос цен,19.11.2020 - 17:00,27.11.2020 - 18:00,прочие услуги,0.00 руб.,https://rn.tektorg.ru/
603040,603040,http://zakupki.rosneft.ru/node/603040,"ООО ""РН-Бурение""","Услуги по обслуживанию, текущему и капитальному ремонту периферийного оборудования для нужд Ханты-Мансийского филиала ООО ""РН-Бурение""",Запрос цен,19.11.2020 - 18:08,30.11.2020 - 21:59,прочие услуги,1 994 521.84 руб.,Not specified
603076,258-ОМТО,http://zakupki.rosneft.ru/node/603076,"АО ""СЕВЕРО-ВОСТОЧНЫЙ РЕМОНТНЫЙ ЦЕНТР""",ЗЦ № 258-ОМТО. Бетон марки М-400 ГОСТ 7473-2010,Запрос цен,20.11.2020 - 04:37,27.11.2020 - 05:00,поставка материально-технических ресурсов,"603 200,00 руб. с НДС",https://www.fabrikant.ru/trades/osk/PriceRequest/?action=view&id=25125
603052,603052,http://zakupki.rosneft.ru/node/603052,"ООО ""РН-Бурение""","Оказание сервисных услуг по техническому обслуживанию буровых насосов СИН-61/СИН-63 (ИДС) для нужд Ханты-Мансийского филиала ООО ""РН-Бурение""",Запрос цен,19.11.2020 - 18:49,26.11.2020 - 21:59,прочие услуги,48 924 959.40 руб.,Not specified
603044,603044,http://zakupki.rosneft.ru/node/603044,"ООО ""БАТО""","Поставка запорно-пломбировочных устройств для нужд ООО ""БАТО"".",Запрос котировок,19.11.2020 - 18:14,27.11.2020 - 12:00,поставка материально-технических ресурсов,618 570.00 руб.,Not specified
603075,257-ОМТО,http://zakupki.rosneft.ru/node/603075,"АО ""СЕВЕРО-ВОСТОЧНЫЙ РЕМОНТНЫЙ ЦЕНТР""",ЗЦ № 257-ОМТО. Кислород сжатый технический ГОСТ 5583-78,Запрос цен,20.11.2020 - 04:25,27.11.2020 - 05:00,поставка материально-технических ресурсов,"2 291 500,00 руб. без НДС",https://www.fabrikant.ru/trades/osk/PriceRequest/?action=view&id=25124
603048,603048,http://zakupki.rosneft.ru/node/603048,"ООО ""РН-Пурнефтегаз""","Строительство объекта: ""Обустройство кустовой площадки №23 Харампурского месторождения. Южная залежь. Расширение"" (лот № 165-КС/20).",Запрос цен,19.11.2020 - 18:34,03.12.2020 - 14:00,прочие услуги,0.00 руб.,Not specified
603067,2000371038,http://zakupki.rosneft.ru/node/603067,"ООО ""РН-Морской терминал Находка""",Поставка плотномеров_2021,Запрос котировок,20.11.2020 - 02:57,08.12.2020 - 23:59,поставка материально-технических ресурсов,1 470 098.00 руб.,Not specified
603071,603071,http://zakupki.rosneft.ru/node/603071,"ООО ""РН-Бурение""",Ремонт систем верхнего привода Varco TDS-9S (11S) для Иркутского филиала ООО «РН-Бурение»,Запрос цен,20.11.2020 - 04:07,27.11.2020 - 18:00,прочие услуги,65 843 244.64 руб.,Not specified
603116,2000362638,http://zakupki.rosneft.ru/node/603116,"ООО ""РН-Морской терминал Находка""",Поставка кабельной продукции для строительства_2021,Запрос оферт,20.11.2020 - 08:40,08.12.2020 - 23:59,поставка материально-технических ресурсов,24 140 394.13 руб.,Not specified
603079,1171,http://zakupki.rosneft.ru/node/603079,ТОП АО «РН-Транс» в г. Комсомольске-на-Амуре,Оказание услуг подвижной радиотелефонной связи для нужд АО «РН-Транс»,Запрос цен,20.11.2020 - 06:12,27.11.2020 - 16:59,ИТ-проекты и услуги связи,59 000 руб. в т.ч. НДС (20%) 9833.33 руб.,Not specified
603077,КНГ-1777-МТР-2020 (РН),http://zakupki.rosneft.ru/node/603077,"ООО ""Славнефть-Красноярскнефтегаз""",КНГ-1777-МТР-2020 (РН) Поставка фасонных изделий,Запрос цен,20.11.2020 - 05:19,04.12.2020 - 14:00,поставка материально-технических ресурсов,0.00 руб.,Not specified
603115,5170487,http://zakupki.rosneft.ru/node/603115,"ООО ""ССК""Звезда""","Добровольное медицинское страхование, согласно технического задания № 669/20-ЗП",Запрос предложений,20.11.2020 - 08:24,04.12.2020 - 10:00,финансовые услуги,7757700,https://www.fabrikant.ru/
603085,2192-УМТО-2020,http://zakupki.rosneft.ru/node/603085,"АО ""Востсибнефтегаз""",2192-УМТО-2020 Поставка запасных частей к НКО,Запрос оферт,20.11.2020 - 06:54,04.12.2020 - 19:59,поставка материально-технических ресурсов,0.00 руб.,Not specified
603126,5170494,http://zakupki.rosneft.ru/node/603126,"ООО ""ССК""Звезда""","Выполнение работ по разработке сбалансированной системы показателей ООО ""ССК ""Звезда"", согласно технического задания №676/20-ЗП",Запрос предложений,20.11.2020 - 08:59,04.12.2020 - 10:00,поставка материально-технических ресурсов,"12 025 440,00 в т.ч. НДС 20%",
603082,603082,http://zakupki.rosneft.ru/node/603082,"ООО ""РН-Комсомольский НПЗ""",Детали трубопроводов (фланцы),Запрос оферт,20.11.2020 - 06:36,02.12.2020 - 16:00,поставка материально-технических ресурсов,0.00 руб.,Not specified
603113,20-1908-Э-21,http://zakupki.rosneft.ru/node/603113,"АО ""Самотлорнефтегаз""","Оказание услуг по агрохимической, агротехнической обработке нефтезагрязненных земельных участков",Запрос цен,20.11.2020 - 08:21,04.12.2020 - 21:59,непроизводственные услуги,"81 237 084,00 руб. с НДС",Not specified
603080,603080,http://zakupki.rosneft.ru/node/603080,"ООО ""РН-Комсомольский НПЗ""","Поставка крыльчаток, колес рабочих и вентиляторов для аварийного запаса",Запрос оферт,20.11.2020 - 06:29,04.12.2020 - 16:00,поставка материально-технических ресурсов,0.00 руб.,Not specified
603135,603135,http://zakupki.rosneft.ru/node/603135,ООО «РН-Снабжение-Нефтеюганск»,155-3НП-20 «Внедрение системы видеонаблюдения на Юрубчено-Тохомском месторождении»,Запрос цен,20.11.2020 - 09:25,04.12.2020 - 11:00,строительно-монтажные работы,0.00 руб.,Not specified
603120,603120,http://zakupki.rosneft.ru/node/603120,"АО ""Самаранефтепродукт""","Текущий ремонт топок котлов ДЕ-10/14 №1, № 2, №3 очистка экономайзеров и дымоходовкотлов №1, № 2, №3 в нежилом пристроенном помещении к нежилому зданию (пристройк котельной) инв.№ С000003621», расположенных по адресу Самарская область ,г.Сызрань, ул.Нефтебазная, 1",Запрос оферт,20.11.2020 - 08:49,01.12.2020 - 16:00,прочие услуги,600 575.18 руб.,Not specified
603132,455/20-ЗК,http://zakupki.rosneft.ru/node/603132,АО «ДВЗ «Звезда»,Поставка труб МНЖ5-1,Запрос котировок,20.11.2020 - 09:16,30.11.2020 - 10:00,прочие услуги,"1098664,4",http://zakupki.rosneft.ru/zakupki.gov.ru
603162,603162,http://zakupki.rosneft.ru/node/603162,"АО ""Самаранефтегаз""",Демонтаж объектов,Запрос оферт,20.11.2020 - 10:05,08.12.2020 - 22:30,прочие услуги,0.00 руб.,Not specified
603122,603122,http://zakupki.rosneft.ru/node/603122,"ОАО ""Ангарский завод полимеров""","лот № 202195 ""Уровнемеры""",Запрос оферт,20.11.2020 - 08:52,02.12.2020 - 10:00,поставка материально-технических ресурсов,0.00 руб.,Not specified
603124,2000364496,http://zakupki.rosneft.ru/node/603124,"ООО ""РН-Морской терминал Находка""",Экспертиза промышленной безопасности установок нижнего слива на пути № 2 ООО «РН-Морской терминал Находка»,Запрос предложений_new,20.11.2020 - 08:57,08.12.2020 - 23:59,непроизводственные услуги,380 000.00 руб.,Not specified
603127,4000093455,http://zakupki.rosneft.ru/node/603127,"АО ""Брянскнефтепродукт""","Автоаксессуары ТМ ""WIIIX"", Зажигалки ТМ""BIC""",Запрос оферт,20.11.2020 - 09:06,04.12.2020 - 16:00,прочие услуги,2 399 193.00 руб. с НДС,
603130,603130,http://zakupki.rosneft.ru/node/603130,"ПАО ""НК ""Роснефть""-Алтайнефтепродукт""","Поставка безалкогольных напитков производства ООО ПепсиКо Холдингс для реализации на АЗК/АЗС в регионе Алтайский край (гор. Барнаул, гор. Новоалтайск)",Запрос оферт,20.11.2020 - 09:10,01.12.2020 - 08:00,прочие услуги,4 162 557.31 руб.,Not specified
603137,603137 (1753-20_ФХД-110-1),http://zakupki.rosneft.ru/node/603137,"ООО ""ТННЦ""",Оказание услуг на подписку и доставку периодических изданий на 2021 год,Запрос цен,20.11.2020 - 09:28,27.11.2020 - 14:15,прочие услуги,"1 262 954,93 руб. с НДС (1 111 133,24 руб. без НДС).",Not specified
603133,603133,http://zakupki.rosneft.ru/node/603133,"ООО ""КОМСОМОЛЬСКИЙ НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД-СЕРВИС""","Оказание услуг физической охраны промышленных объектов ООО ""КНПЗ-Сервис в г. Комсомольске-на-Амуре на период с 01.01.2021 по 31.12.2023гг.",Запрос предложений_new,20.11.2020 - 09:19,01.12.2020 - 03:00,прочие услуги,0.00 руб.,Not specified
603142,603142,http://zakupki.rosneft.ru/node/603142,"ООО ""СевКомНефтегаз""",Строительство объекта Площадка пожарного депо.,Запрос оферт,20.11.2020 - 09:32,07.12.2020 - 16:00,строительно-монтажные работы,0.00 руб.,Not specified
603168,2000381823,http://zakupki.rosneft.ru/node/603168,АО «Ачинский нефтеперерабатывающий завод ВНК»,"Выполнение строительно-монтажных работ по проекту: ""Цех № 1, С-200. Монтаж регулирующей арматуры  на схеме подачи пускового гидрогенизата для плавного прогрева насосов при переходе на питание с К-201"", ""Техническое перевооружение системы конденсатоотводчиков"",  ""Техническое перевооружение ректификационной колонны К-102 с заменой внутренних устройств (нижней части колонны)"", ""Монтаж схемы абсорбционной конденсации паров головного погона колонны К-101 тяжелым бензином колонны К-102""",Запрос оферт,20.11.2020 - 10:09,04.12.2020 - 17:30,строительно-монтажные работы,не публикуется,http://rn.tektorg.ru
603166,2000376265,http://zakupki.rosneft.ru/node/603166,"АО ""Сызранский НПЗ""",Термометры,Запрос оферт,20.11.2020 - 10:07,07.12.2020 - 22:59,поставка материально-технических ресурсов,Не публикуется,https://www.tektorg.ru/rosneft/procedures/550623
603177,2321,http://zakupki.rosneft.ru/node/603177,"ЧАО ""ЛИНИК""",Противопожарное оборудование (639 ед.),Запрос цен,20.11.2020 - 10:18,04.12.2020 - 16:00,поставка материально-технических ресурсов,-,Not specified
603225,724-04/9190,http://zakupki.rosneft.ru/node/603225,"ОАО ""Новокуйбышевский НПЗ""",Арматура промышленная трубопроводная к ремонту 2021г.,Запрос оферт,20.11.2020 - 11:31,04.12.2020 - 22:00,поставка материально-технических ресурсов,0.00 руб.,https://www.tektorg.ru/rosneft/procedures/550791?lang=ru
603227,Лот №ОРС-21-38,http://zakupki.rosneft.ru/node/603227,"ООО ""ПНГ-ОРС""","""Хозтовары и моющие средства в ассортименте""",Запрос цен,20.11.2020 - 11:33,01.12.2020 - 11:24,поставка материально-технических ресурсов,не публикуется,http://zakupki.rosneft.ru/zakupkirosneft.ru
603171,603171,http://zakupki.rosneft.ru/node/603171,"АО ""НК ""Роснефть""-Ставрополье""",Поверка средств измерения в 2021 году,Запрос оферт,20.11.2020 - 10:15,27.11.2020 - 10:00,прочие услуги,13 800 270.77 руб.,Not specified
603230,2323,http://zakupki.rosneft.ru/node/603230,"ЧАО ""ЛИНИК""","Химические реактивы и ГСО (683,894 ед.)",Запрос цен,20.11.2020 - 11:34,27.11.2020 - 16:00,поставка материально-технических ресурсов,-,Not specified
603231,603231,http://zakupki.rosneft.ru/node/603231,"ООО ""РН-Северная нефть""",Поставка вагон-домов,Запрос оферт,20.11.2020 - 11:34,30.11.2020 - 18:00,прочие услуги,0.00 руб.,Not specified
603181,32009701960,http://zakupki.rosneft.ru/node/603181,"ООО ""ССК""Звезда""","разработка проекта, монтаж автоматической пожарной сигнализации и системы оповещения людей о пожаре в модульных зданиях АБК Штаб Заказчика и Столовая на объекте строительства «Создание судостроительного комплекса «Звезда». II очередь строительства. Сухой док и достроечные цеха». I – III этапы», согласно Технического задания №677/20-ЗО",Запрос оферт,20.11.2020 - 10:18,30.11.2020 - 10:12,прочие услуги,"364679,82",https://www.fabrikant.ru
603220,НВ-0686-2020,http://zakupki.rosneft.ru/node/603220,Филиал ПАО АНК «Башнефть» «Башнефть -Уфанефтехим»,ЗИП к насосно-компрессорному оборудованию Burton Corblin,Запрос цен,20.11.2020 - 11:23,07.12.2020 - 12:00,поставка материально-технических ресурсов,-,Not specified
603237,Лот №ОРС-21-30,http://zakupki.rosneft.ru/node/603237,"ООО ""ПНГ-ОРС""","""Мясная продукция 1 полугодие""",Запрос цен,20.11.2020 - 11:40,01.12.2020 - 10:00,поставка материально-технических ресурсов,не публикуется,http://zakupki.rosneft.ru/zakupkirosneft.ru
603176,603176,http://zakupki.rosneft.ru/node/603176,"АО ""РОСПАН ИНТЕРНЕШНЛ""",Оказание услуг по заправке баллонов и ёмкости на объектах АО «РОСПАН ИНТЕРНЕШНЛ»,Запрос цен,20.11.2020 - 10:18,04.12.2020 - 14:00,прочие услуги,0.00 руб.,Not specified
603241,603241,http://zakupki.rosneft.ru/node/603241,ООО «РН-Снабжение-Самара»,Силовое электрооборудование. Технологические решения,Запрос оферт,20.11.2020 - 11:55,04.12.2020 - 15:00,прочие услуги,0.00 руб.,
603179,603179 (1753-20-ПР_ГиР_НИР-28),http://zakupki.rosneft.ru/node/603179,"ООО ""ТННЦ""","Выполнение работ по теме: ""Дополнение к технологической схеме разработки Косухинского нефтяного месторождения Тюменской области»",Запрос цен,20.11.2020 - 10:18,04.12.2020 - 15:30,прочие услуги,6 840 000.00 руб.,Not specified
603283,603283,http://zakupki.rosneft.ru/node/603283,ООО «РН-Снабжение-Самара»,Водоснабжение. Канализация. Теплоснабжение. Вентиляция,Запрос оферт,20.11.2020 - 12:44,04.12.2020 - 15:00,поставка материально-технических ресурсов,Не публикуемая,
603287,603287 (РН01107410),http://zakupki.rosneft.ru/node/603287,"ПАО ""ВНГ""",Транспортировка торфа для АО ННП,Запрос оферт,20.11.2020 - 12:48,30.11.2020 - 15:00,прочие услуги,1 216 698.00 руб.,Not specified
603238,Лот №ОРС-21-39,http://zakupki.rosneft.ru/node/603238,"ООО ""ПНГ-ОРС""","""Одноразовая посуда в ассортименте""",Запрос цен,20.11.2020 - 11:46,01.12.2020 - 10:00,поставка материально-технических ресурсов,не публикуется,
603291,2000385092,http://zakupki.rosneft.ru/node/603291,"АО ""Сызранский НПЗ""",Провод термоэлектродный,Запрос цен,20.11.2020 - 12:58,30.11.2020 - 22:59,поставка материально-технических ресурсов,Не публикуется,https://www.tektorg.ru/rosneft/procedures/550980
